AGECL,HHSEX,EDCL,KIDS,MARRIED,HOUSECL,OCCAT2,LIFECL,INCCAT,NWCAT,WSAVED,SPENDMOR,KNOWL,Risk_tolerance
1,1,4,1,1,1,1,3,5,3,3,2,10,0.6127114769090077
1,1,4,1,1,1,1,3,5,3,3,2,10,0.6127114769090077
1,1,4,1,1,1,1,3,5,3,3,2,10,0.613834173156207
1,1,4,1,1,1,1,3,5,3,3,2,10,0.613834173156207
1,1,4,1,1,1,1,3,5,3,3,2,10,0.6132723112128147
1,1,3,4,1,1,2,3,2,2,3,2,7,0.8502598016060463
1,1,3,4,1,1,2,3,2,2,3,2,7,0.8356545961002786
1,1,3,4,1,1,2,3,2,2,3,2,7,0.8372093023255814
1,1,3,4,1,1,2,3,2,2,3,2,7,0.8880118401578688
1,1,3,4,1,1,2,3,2,2,3,2,7,0.8352668213457076
6,1,1,0,1,1,4,6,3,3,3,4,10,0.9626604434072346
6,1,1,0,1,1,4,6,3,3,3,4,10,0.9624413145539906
6,1,1,0,1,1,4,6,3,3,3,4,10,0.9624413145539906
6,1,1,0,1,1,4,6,3,3,3,4,10,0.9624413145539906
6,1,1,0,1,1,4,6,3,3,3,4,10,0.9615384615384616
1,1,2,2,1,2,3,3,2,1,3,3,5,0.0
1,1,2,2,1,2,3,3,2,1,3,3,5,0.0
1,1,2,2,1,2,3,3,2,1,3,3,5,0.0
1,1,2,2,1,2,3,3,2,1,3,3,5,0.0
1,1,2,2,1,2,3,3,2,1,3,3,5,0.0
1,1,2,1,1,2,3,3,3,2,3,2,10,0.0
1,1,2,1,1,2,3,3,3,1,3,2,10,0.0
1,1,2,1,1,2,3,3,3,1,3,2,10,0.0
1,1,2,1,1,2,3,3,3,2,3,2,10,0.0
1,1,2,1,1,2,3,3,3,2,3,2,10,0.0
4,1,1,0,2,2,4,6,1,1,1,3,4,0.0
4,1,1,0,2,2,4,6,1,1,1,3,4,0.0
4,1,1,0,2,2,4,6,1,1,1,3,4,0.0
4,1,1,0,2,2,4,6,1,1,1,3,4,0.0
4,1,1,0,2,2,4,6,1,1,1,3,4,0.0
5,1,4,0,1,1,1,5,6,5,3,5,10,0.9670025073902807
5,1,4,0,1,1,1,5,6,5,3,5,10,0.9682991497618662
5,1,4,0,1,1,1,5,6,5,3,5,10,0.9664516454392417
5,1,4,0,1,1,1,5,6,5,3,5,10,0.9589025122938973
5,1,4,0,1,1,1,5,6,5,3,5,10,0.9695068651710786
6,1,1,0,1,1,4,6,3,3,3,5,6,0.0436046511627907
6,1,1,0,1,1,4,6,3,3,3,5,6,0.0423728813559322
6,1,1,0,1,1,4,6,3,3,3,5,6,0.0447427293064877
6,1,1,0,1,1,4,6,3,3,3,5,6,0.049342105263157895
6,1,1,0,1,1,4,6,3,3,3,5,6,0.048154093097913325
6,1,3,0,1,1,4,6,5,5,3,5,8,0.6711409395973155
6,1,3,0,1,1,4,6,5,5,3,5,8,0.6711409395973155
6,1,3,0,1,1,4,6,5,5,3,5,8,0.6711409395973155
6,1,3,0,1,1,4,6,5,5,3,5,8,0.6711409395973155
6,1,3,0,1,1,4,6,5,5,3,5,8,0.6711409395973155
3,1,4,0,1,1,1,2,6,5,3,2,8,0.04579106114614752
3,1,4,0,1,1,1,2,6,5,3,2,8,0.04549040231396266
3,1,4,0,1,1,1,2,6,5,3,2,8,0.05151915455746367
3,1,4,0,1,1,1,2,6,5,3,2,8,0.04962779156327544
3,1,4,0,1,1,1,2,6,5,3,2,8,0.05066019940716788
3,1,4,2,1,1,1,3,5,3,3,4,8,0.0
3,1,4,2,1,1,1,3,5,4,3,4,8,0.0
3,1,4,2,1,1,1,3,5,4,3,4,8,0.0
3,1,4,2,1,1,1,3,5,3,3,4,8,0.0
3,1,4,2,1,1,1,3,5,4,3,4,8,0.0
3,1,2,2,1,1,2,3,6,5,2,4,5,0.7492163009404389
3,1,2,2,1,1,2,3,6,5,2,4,5,0.7707736389684814
3,1,2,2,1,1,2,3,6,5,2,4,5,0.7707736389684814
3,1,2,2,1,1,2,3,6,5,2,4,5,0.7492163009404389
3,1,2,2,1,1,2,3,6,5,2,4,5,0.7707736389684814
4,1,3,0,1,1,4,6,3,3,2,5,10,0.1301518438177874
4,1,3,0,1,1,4,6,3,3,2,5,10,0.28520499108734404
4,1,3,0,1,1,4,6,3,3,2,5,10,0.1301518438177874
4,1,3,0,1,1,4,6,3,3,2,5,10,0.26556776556776557
4,1,3,0,1,1,4,6,3,3,2,5,10,0.15756302521008403
5,1,3,0,2,2,4,6,1,1,3,3,-1,0.0
5,1,3,0,2,2,4,6,1,1,1,3,-1,0.0
5,1,3,0,2,2,4,6,1,1,2,3,-1,0.0
5,1,3,0,2,2,4,6,1,1,3,3,-1,0.0
5,1,3,0,2,2,4,6,1,1,1,3,-1,0.0
4,2,1,0,2,2,4,6,1,1,2,5,6,0.0
4,2,1,0,2,2,4,6,1,1,2,5,6,0.0
4,2,1,0,2,2,4,6,1,1,2,5,6,0.0
4,2,1,0,2,2,4,6,1,1,2,5,6,0.0
4,2,1,0,2,2,4,6,1,1,2,5,6,0.0
4,1,2,0,1,1,3,5,4,2,2,5,6,0.46153846153846156
4,1,2,0,1,1,3,5,4,2,2,5,6,0.46153846153846156
4,1,2,0,1,1,3,5,4,2,2,5,6,0.46153846153846156
4,1,2,0,1,1,3,5,4,2,2,5,6,0.46153846153846156
4,1,2,0,1,1,3,5,4,2,2,5,6,0.46153846153846156
6,2,4,0,2,2,1,5,4,4,2,3,3,0.8883248730964467
6,2,4,0,2,2,1,5,4,4,2,3,3,0.8883248730964467
6,2,4,0,2,2,1,5,4,4,2,3,3,0.8883248730964467
6,2,4,0,2,2,1,5,4,4,2,3,3,0.8883248730964467
6,2,4,0,2,2,1,5,4,4,2,3,3,0.8883248730964467
4,1,3,0,2,2,4,6,2,1,3,5,10,0.0
4,1,3,0,2,2,4,6,2,1,3,5,10,0.0
4,1,3,0,2,2,4,6,2,1,3,5,10,0.0
4,1,3,0,2,2,4,6,2,1,3,5,10,0.0
4,1,3,0,2,2,4,6,2,1,3,5,10,0.0
3,2,3,1,2,1,2,4,3,3,2,5,7,0.0
3,2,3,1,2,1,2,4,3,3,2,5,7,0.0
3,2,3,1,2,1,2,4,3,3,2,5,7,0.0
3,2,3,1,2,1,2,4,3,3,2,5,7,0.0
3,2,3,1,2,1,2,4,3,3,2,5,7,0.0
5,1,4,0,1,1,4,6,6,5,3,3,7,0.8112185686653772
5,1,4,0,1,1,4,6,6,5,3,3,7,0.8112185686653772
5,1,4,0,1,1,4,6,6,5,3,3,7,0.8112185686653772
5,1,4,0,1,1,4,6,6,5,3,3,7,0.8112185686653772
5,1,4,0,1,1,4,6,6,5,3,3,7,0.8112185686653772
6,2,3,0,2,1,4,6,1,2,3,2,6,0.36363636363636365
6,2,3,0,2,1,4,6,1,2,3,2,6,0.4117647058823529
6,2,3,0,2,1,4,6,1,2,3,2,6,0.38596491228070173
6,2,3,0,2,1,4,6,1,2,3,2,6,0.4117647058823529
6,2,3,0,2,1,4,6,1,2,3,2,6,0.4117647058823529
6,2,3,0,2,1,4,6,2,4,3,2,10,0.6263269639065817
6,2,3,0,2,1,4,6,2,4,3,2,10,0.6263269639065817
6,2,3,0,2,1,4,6,2,4,3,2,10,0.6263269639065817
6,2,3,0,2,1,4,6,2,4,3,2,10,0.6263269639065817
6,2,3,0,2,1,4,6,2,4,3,2,10,0.6263269639065817
4,1,4,0,1,1,2,5,6,5,3,5,8,0.7946513153100634
4,1,4,0,1,1,2,5,6,5,3,5,8,0.7946675061752313
4,1,4,0,1,1,2,5,6,5,3,5,8,0.8022584340588689
4,1,4,0,1,1,2,5,6,5,3,5,8,0.7979795555982148
4,1,4,0,1,1,2,5,6,5,3,5,8,0.8027269953767806
5,1,4,0,1,1,1,5,6,5,3,5,8,0.91860685987517
5,1,4,0,1,1,1,5,6,5,3,5,8,0.9246188416663942
5,1,4,0,1,1,1,5,6,5,3,5,8,0.9240373008408719
5,1,4,0,1,1,1,5,6,5,3,5,8,0.9201454288216445
5,1,4,0,1,1,1,5,6,5,3,5,8,0.9219725743387187
1,1,3,3,1,2,3,3,4,2,3,5,5,0.5434782608695652
1,1,3,3,1,2,3,3,4,2,3,5,5,0.5154639175257731
1,1,3,3,1,2,3,3,4,2,3,5,5,0.5434782608695652
1,1,3,3,1,2,3,3,4,2,3,5,5,0.49504950495049505
1,1,3,3,1,2,3,3,4,2,3,5,5,0.5434782608695652
4,1,3,0,2,1,4,6,3,2,1,4,6,0.0
4,1,3,0,2,1,4,6,3,2,1,4,6,0.0
4,1,3,0,2,1,4,6,3,2,1,4,6,0.0
4,1,3,0,2,1,4,6,3,2,1,4,6,0.0
4,1,3,0,2,1,4,6,3,2,1,4,6,0.0
1,1,2,0,1,1,3,2,3,2,1,2,7,0.49165120593692024
1,1,2,0,1,1,3,2,3,1,1,2,7,0.7349081364829396
1,1,2,0,1,1,3,2,3,1,1,2,7,0.8395802098950524
1,1,2,0,1,1,3,2,3,1,1,2,7,0.8248914616497829
1,1,2,0,1,1,3,2,3,2,1,2,7,0.4022082018927445
4,1,4,0,1,1,1,5,5,4,3,5,10,0.6431054461181923
4,1,4,0,1,1,1,5,5,4,3,5,10,0.6431054461181923
4,1,4,0,1,1,1,5,5,4,3,5,10,0.6431054461181923
4,1,4,0,1,1,1,5,5,4,3,5,10,0.642691415313225
4,1,4,0,1,1,1,5,5,4,3,5,10,0.6431054461181923
3,1,4,1,1,1,1,3,6,5,2,2,10,0.8469779664443097
3,1,4,1,1,1,1,3,6,5,2,2,10,0.8490374873353597
3,1,4,1,1,1,1,3,6,5,2,2,10,0.8275181040157998
3,1,4,1,1,1,1,3,6,5,2,2,10,0.8326709062003179
3,1,4,1,1,1,1,3,6,5,2,2,10,0.8316792377927749
5,1,4,0,1,1,4,6,4,5,3,4,9,0.8319910453465833
5,1,4,0,1,1,4,6,4,5,3,4,9,0.8319910453465833
5,1,4,0,1,1,4,6,4,5,3,4,9,0.8319910453465833
5,1,4,0,1,1,4,6,4,5,3,4,9,0.8319910453465833
5,1,4,0,1,1,4,6,4,5,3,4,9,0.8319910453465833
3,1,4,3,1,1,1,3,6,5,3,2,8,0.8053390182116246
3,1,4,3,1,1,1,3,6,5,3,2,8,0.8053390182116246
3,1,4,3,1,1,1,3,6,5,3,2,8,0.8053390182116246
3,1,4,3,1,1,1,3,6,5,3,2,8,0.8053390182116246
3,1,4,3,1,1,1,3,6,5,3,2,8,0.8053390182116246
2,1,1,3,1,1,3,3,2,2,2,3,5,0.0
2,1,1,3,1,1,3,3,2,2,2,3,5,0.0
2,1,1,3,1,1,3,3,2,2,2,3,5,0.0
2,1,1,3,1,1,3,3,2,2,2,3,5,0.0
2,1,1,3,1,1,3,3,2,2,2,3,5,0.0
6,1,4,0,1,1,4,6,4,5,2,1,10,0.0
6,1,4,0,1,1,4,6,4,5,2,1,10,0.0
6,1,4,0,1,1,4,6,4,5,2,1,10,0.0
6,1,4,0,1,1,4,6,4,5,2,1,10,0.0
6,1,4,0,1,1,4,6,4,5,2,1,10,0.0
1,1,4,0,1,1,4,2,3,2,2,4,7,0.25595238095238093
1,1,4,0,1,1,4,2,3,2,2,4,7,0.18831168831168832
1,1,4,0,1,1,4,2,3,2,2,4,7,0.18831168831168832
1,1,4,0,1,1,4,2,3,2,2,4,7,0.22839506172839505
1,1,4,0,1,1,4,2,3,2,2,4,7,0.16666666666666666
2,1,2,1,1,1,4,3,3,2,3,4,6,0.1091703056768559
2,1,2,1,1,1,4,3,2,2,3,4,6,0.1091703056768559
2,1,2,1,1,1,4,3,3,2,3,4,6,0.1091703056768559
2,1,2,1,1,1,4,3,2,2,3,4,6,0.1091703056768559
2,1,2,1,1,1,4,3,2,2,3,4,6,0.1091703056768559
1,1,3,0,1,2,1,2,5,1,2,2,9,0.03918495297805643
1,1,3,0,1,2,1,2,5,1,2,2,9,0.03918495297805643
1,1,3,0,1,2,1,2,5,1,2,2,9,0.03770739064856712
1,1,3,0,1,2,1,2,5,1,2,2,9,0.03770739064856712
1,1,3,0,1,2,1,2,5,1,2,2,9,0.03918495297805643
3,1,4,2,1,2,2,3,1,3,2,5,10,0.0
3,1,4,2,1,2,2,3,1,3,2,5,10,0.0
3,1,4,2,1,2,2,3,1,3,2,5,10,0.0
3,1,4,2,1,2,2,3,1,3,2,5,10,0.0
3,1,4,2,1,2,2,3,1,3,2,5,10,0.0
3,1,3,0,1,1,2,2,4,3,3,3,6,0.9779632285826053
3,1,3,0,1,1,2,2,4,3,3,3,6,0.9755463059313215
3,1,3,0,1,1,2,2,4,3,3,3,6,0.9803921568627451
3,1,3,0,1,1,2,2,4,3,3,3,6,0.9752925877763329
3,1,3,0,1,1,2,2,4,3,3,3,6,0.976816879395676
3,1,3,1,1,1,1,3,2,3,3,1,8,0.0
3,1,3,1,1,1,1,3,2,3,3,1,8,0.0
3,1,3,1,1,1,1,3,2,3,3,1,8,0.0
3,1,3,1,1,1,1,3,2,3,3,1,8,0.0
3,1,3,1,1,1,1,3,2,3,3,1,8,0.0
2,1,2,2,1,1,3,3,5,3,2,4,8,0.05220883534136546
2,1,2,2,1,1,3,3,5,3,2,4,8,0.05220883534136546
2,1,2,2,1,1,3,3,5,3,2,4,8,0.05220883534136546
2,1,2,2,1,1,3,3,5,3,2,4,8,0.05220883534136546
2,1,2,2,1,1,3,3,5,3,2,4,8,0.05220883534136546
3,1,2,0,1,1,1,2,6,5,3,5,8,0.6
3,1,2,0,1,1,1,2,6,5,3,5,8,0.6
3,1,2,0,1,1,1,2,6,5,3,5,8,0.6
3,1,2,0,1,1,1,2,6,5,3,5,8,0.6
3,1,2,0,1,1,1,2,6,5,3,5,8,0.6
1,1,2,2,1,2,1,3,1,1,1,2,6,1.0
1,1,2,2,1,2,1,3,1,2,1,2,6,1.0
3,1,4,3,1,1,1,3,6,5,3,5,9,0.9342847660139396
3,1,4,3,1,1,1,3,6,5,3,5,9,0.9381769705049159
3,1,4,3,1,1,1,3,6,5,3,5,9,0.9342847660139396
3,1,4,3,1,1,1,3,6,5,3,5,9,0.9342847660139396
3,1,4,3,1,1,1,3,6,5,3,5,9,0.9366162036266844
6,1,4,0,1,1,4,6,6,5,3,5,9,0.7485452050905994
6,1,4,0,1,1,4,6,6,5,3,5,9,0.7524423196840574
6,1,4,0,1,1,4,6,6,5,3,5,9,0.740403794697154
6,1,4,0,1,1,4,6,6,5,3,5,9,0.7480183151986608
6,1,4,0,1,1,4,6,6,5,3,5,9,0.7535746489759114
2,1,4,0,1,2,3,2,2,1,1,3,3,0.4117647058823529
2,1,4,0,1,2,3,2,2,1,1,3,3,0.35049019607843135
2,1,4,0,1,2,3,2,2,1,1,3,3,0.36904761904761907
2,1,4,0,1,2,3,2,2,1,1,3,3,0.3116883116883117
2,1,4,0,1,2,3,2,2,1,1,3,3,0.2638888888888889
4,1,4,0,1,1,1,5,6,5,3,4,7,0.962364010585122
4,1,4,0,1,1,1,5,6,5,3,4,7,0.9355060034305317
4,1,4,0,1,1,1,5,6,5,3,4,7,0.9694232105628909
4,1,4,0,1,1,1,5,6,5,3,4,7,0.9679611650485437
4,1,4,0,1,1,1,5,6,5,3,4,7,0.9547699506108656
5,1,4,0,1,2,4,6,3,1,2,5,8,0.0
5,1,4,0,1,2,4,6,3,1,2,5,8,0.0
5,1,4,0,1,2,4,6,3,1,2,5,8,0.0
5,1,4,0,1,2,4,6,3,1,2,5,8,0.0
5,1,4,0,1,2,4,6,3,1,2,5,8,0.0
3,1,2,4,1,1,1,3,6,5,3,1,10,0.5939422621864647
3,1,2,4,1,1,1,3,6,5,3,1,10,0.5902578796561605
3,1,2,4,1,1,1,3,6,5,3,1,10,0.6322630627528621
3,1,2,4,1,1,1,3,6,5,3,1,10,0.5976264481491946
3,1,2,4,1,1,1,3,6,5,3,1,10,0.6303860737676663
4,1,4,1,1,1,1,5,6,5,3,1,10,0.9335106382978723
4,1,4,1,1,1,1,5,6,5,3,1,10,0.9581239530988275
4,1,4,1,1,1,1,5,6,5,3,1,10,0.9359385009609225
4,1,4,1,1,1,1,5,6,5,3,1,10,0.9680851063829787
4,1,4,1,1,1,1,5,6,5,3,1,10,0.9320805976907404
1,1,3,0,2,2,1,1,3,2,3,5,5,0.40625
1,1,3,0,2,2,1,1,3,2,3,5,5,0.392
1,1,3,0,2,2,1,1,3,2,3,5,5,0.3968253968253968
1,1,3,0,2,2,1,1,3,2,3,5,5,0.392
1,1,3,0,2,2,1,1,3,2,3,5,5,0.3968253968253968
3,1,2,0,1,2,3,2,3,1,3,3,5,0.0
3,1,2,0,1,2,3,2,3,1,3,3,5,0.0
3,1,2,0,1,2,3,2,3,1,3,3,5,0.0
3,1,2,0,1,2,3,2,3,1,3,3,5,0.0
3,1,2,0,1,2,3,2,3,1,3,3,5,0.0
2,1,2,2,1,1,1,3,6,3,3,5,7,0.9197454206768084
2,1,2,2,1,1,1,3,6,3,3,5,7,0.9198168128541488
2,1,2,2,1,1,1,3,6,3,3,5,7,0.9197454206768084
2,1,2,2,1,1,1,3,6,3,3,5,7,0.9198168128541488
2,1,2,2,1,1,1,3,6,3,3,5,7,0.9197454206768084
2,1,2,0,1,1,3,2,3,2,2,1,3,0.0
2,1,2,0,1,1,3,2,3,2,2,1,3,0.0
2,1,2,0,1,1,3,2,3,2,2,1,3,0.0
2,1,2,0,1,1,3,2,3,2,2,1,3,0.0
2,1,2,0,1,1,3,2,3,2,2,1,3,0.0
2,2,2,1,2,2,2,4,2,2,2,5,6,0.0
2,2,2,1,2,2,2,4,2,2,2,5,6,0.0
2,2,2,1,2,2,2,4,2,2,2,5,6,0.0
2,2,2,1,2,2,2,4,2,2,2,5,6,0.0
2,2,2,1,2,2,2,4,2,2,2,5,6,0.0
3,2,2,5,1,2,1,3,4,3,1,2,7,0.718562874251497
3,2,2,5,1,2,1,3,4,3,1,2,7,0.7267441860465116
3,2,2,5,1,2,1,3,4,3,1,2,7,0.718562874251497
3,2,2,5,1,2,1,3,4,3,1,2,7,0.718562874251497
3,2,2,5,1,2,1,3,4,3,1,2,7,0.718562874251497
3,1,2,0,1,1,3,2,1,5,3,4,7,0.1282051282051282
3,1,2,0,1,1,3,2,1,5,3,4,7,0.1282051282051282
3,1,2,0,1,1,3,2,1,5,3,4,7,0.1282051282051282
3,1,2,0,1,1,3,2,1,5,3,4,7,0.1282051282051282
3,1,2,0,1,1,3,2,1,5,3,4,7,0.1282051282051282
4,1,4,1,1,1,1,5,5,2,3,2,7,0.8030154047853163
4,1,4,1,1,1,1,5,5,2,3,2,7,0.8030154047853163
4,1,4,1,1,1,1,5,5,2,3,2,7,0.8030154047853163
4,1,4,1,1,1,1,5,5,2,3,2,7,0.8003920287487749
4,1,4,1,1,1,1,5,5,2,3,2,7,0.8030154047853163
4,1,4,1,1,1,1,5,6,5,3,5,10,0.934170865833736
4,1,4,1,1,1,1,5,6,5,3,5,10,0.9294115051082328
4,1,4,1,1,1,1,5,6,5,3,5,10,0.9411472045440411
4,1,4,1,1,1,1,5,6,5,3,5,10,0.9329607648430824
4,1,4,1,1,1,1,5,6,5,3,5,10,0.9274738360775872
3,1,4,3,1,1,1,3,6,4,1,2,10,0.9735941127858014
3,1,4,3,1,1,1,3,6,4,1,2,10,0.9757632987094743
3,1,4,3,1,1,1,3,6,4,1,2,10,0.9749719835636907
3,1,4,3,1,1,1,3,6,4,1,2,10,0.9793700439136891
3,1,4,3,1,1,1,3,6,4,1,2,10,0.9758727090226402
4,1,3,0,1,1,1,5,4,3,3,4,10,0.0
4,1,3,0,1,1,1,5,4,3,3,4,10,0.0
4,1,3,0,1,1,1,5,4,3,3,4,10,0.0
4,1,3,0,1,1,1,5,4,3,3,4,10,0.0
4,1,3,0,1,1,1,5,4,3,3,4,10,0.0
4,1,3,0,2,1,1,5,2,3,1,5,5,0.0
4,1,3,0,2,1,1,5,2,2,1,5,5,0.0
4,1,3,0,2,1,1,5,2,1,1,5,5,0.0
4,1,3,0,2,1,1,5,2,3,1,5,5,0.0
4,1,3,0,2,1,1,5,2,3,1,5,5,0.0
3,2,2,0,2,2,3,1,2,1,2,2,1,0.0
3,2,2,0,2,2,3,1,1,1,2,2,1,0.0
3,2,2,0,2,2,3,1,2,1,2,2,1,0.0
3,2,2,0,2,2,3,1,2,1,2,2,1,0.0
3,2,2,0,2,2,3,1,2,1,2,2,1,0.0
1,1,4,2,1,1,1,3,5,4,3,3,7,0.923183711244794
1,1,4,2,1,1,1,3,5,4,3,3,7,0.9315746084089035
1,1,4,2,1,1,1,3,5,4,3,3,7,0.9093391589295466
1,1,4,2,1,1,1,3,5,4,3,3,7,0.9098316132536665
1,1,4,2,1,1,1,3,5,4,3,3,7,0.9292412617220801
3,2,3,1,2,2,1,4,3,2,3,5,10,0.7959905660377359
3,2,3,1,2,2,1,4,3,1,3,5,10,0.8024691358024691
3,2,3,1,2,2,1,4,3,1,3,5,10,0.746268656716418
3,2,3,1,2,2,1,4,3,2,3,5,10,0.7917174177831913
3,2,3,1,2,2,1,4,3,2,3,5,10,0.7671781187458305
4,1,2,0,1,2,2,5,4,4,3,4,9,0.9227821986442676
4,1,2,0,1,2,2,5,3,4,3,4,9,0.9228958210712184
4,1,2,0,1,2,2,5,3,4,3,4,9,0.9231220657276995
4,1,2,0,1,2,2,5,3,4,3,4,9,0.9230091096091684
4,1,2,0,1,2,2,5,4,4,3,4,9,0.923234690887782
5,1,4,0,1,1,4,6,4,4,3,5,8,0.828853046594982
5,1,4,0,1,1,4,6,4,4,3,5,8,0.8014537107880643
5,1,4,0,1,1,4,6,3,4,3,5,8,0.7077294685990339
5,1,4,0,1,1,4,6,4,4,3,5,8,0.8192488262910798
5,1,4,0,1,1,4,6,2,4,3,5,8,0.738986262434865
3,1,4,3,1,1,1,3,6,4,1,4,7,0.2777777777777778
3,1,4,3,1,1,1,3,6,4,1,4,7,0.2828136330674402
3,1,4,3,1,1,1,3,6,4,1,4,7,0.32685146876292925
3,1,4,3,1,1,1,3,6,3,1,4,7,0.26747364310816085
3,1,4,3,1,1,1,3,6,4,1,4,7,0.273224043715847
1,2,2,0,2,2,4,1,1,2,2,4,6,0.0
1,2,2,0,2,2,4,1,1,2,2,4,6,0.0
1,2,2,0,2,2,4,1,1,2,2,4,6,0.0
1,2,2,0,2,2,4,1,1,2,2,4,6,0.0
1,2,2,0,2,2,4,1,1,2,2,4,6,0.0
3,1,4,2,1,1,4,3,6,4,1,3,8,0.7402597402597403
3,1,4,2,1,1,4,3,6,4,1,3,8,0.8913594053218432
3,1,4,2,1,1,4,3,6,4,1,3,8,0.745137299771167
3,1,4,2,1,1,4,3,6,4,1,3,8,0.8813281410125026
3,1,4,2,1,1,4,3,6,4,1,3,8,0.8510778128286015
5,1,2,0,1,1,4,6,4,4,3,5,10,0.8387096774193549
5,1,2,0,1,1,4,6,4,3,3,5,10,0.75
5,1,2,0,1,1,4,6,4,3,3,5,10,0.5909090909090909
5,1,2,0,1,1,4,6,4,3,3,5,10,0.7272727272727273
5,1,2,0,1,1,4,6,4,4,3,5,10,0.8387096774193549
4,1,4,0,1,1,4,6,3,5,3,3,9,0.9873745094684167
4,1,4,0,1,1,4,6,4,5,3,3,9,0.9873745094684167
4,1,4,0,1,1,4,6,4,5,3,3,9,0.9872048001230801
4,1,4,0,1,1,4,6,3,5,3,3,9,0.9879491621173705
4,1,4,0,1,1,4,6,4,5,3,3,9,0.9874022065073171
3,1,3,2,1,2,1,3,4,2,1,5,8,0.8333333333333334
3,1,3,2,1,2,1,3,4,2,1,5,8,0.8333333333333334
3,1,3,2,1,2,1,3,5,2,1,5,8,0.8333333333333334
3,1,3,2,1,2,1,3,4,2,1,5,8,0.8333333333333334
3,1,3,2,1,2,1,3,4,2,1,5,8,0.8333333333333334
6,1,3,0,1,1,4,6,3,3,3,5,9,0.0
6,1,3,0,1,1,4,6,3,3,3,5,9,0.0
6,1,3,0,1,1,4,6,3,3,3,5,9,0.0
6,1,3,0,1,1,4,6,3,3,3,5,9,0.0
6,1,3,0,1,1,4,6,3,3,3,5,9,0.0
4,1,1,0,2,2,3,5,1,2,2,5,2,0.0
4,1,1,0,2,2,3,5,1,2,2,5,2,0.0
4,1,1,0,2,2,3,5,1,2,2,5,2,0.0
4,1,1,0,2,2,3,5,1,2,2,5,2,0.0
4,1,1,0,2,2,3,5,1,2,2,5,2,0.0
1,2,2,6,2,2,2,4,3,1,2,1,7,0.0
1,2,2,6,2,2,2,4,3,1,2,1,7,0.0
1,2,2,6,2,2,2,4,3,1,2,1,7,0.0
1,2,2,6,2,2,2,4,3,1,2,1,7,0.0
1,2,2,6,2,2,2,4,3,1,2,1,7,0.0
3,1,4,2,1,1,1,3,6,5,3,5,9,0.9407526020816653
3,1,4,2,1,1,1,3,6,5,3,5,9,0.9407526020816653
3,1,4,2,1,1,1,3,6,5,3,5,9,0.9407526020816653
3,1,4,2,1,1,1,3,6,5,3,5,9,0.9407526020816653
3,1,4,2,1,1,1,3,6,5,3,5,9,0.9407526020816653
1,1,2,0,1,2,4,2,2,1,3,5,4,0.0
1,1,2,0,1,2,4,2,2,1,3,5,4,0.0
1,1,2,0,1,2,4,2,2,1,3,5,4,0.0
1,1,2,0,1,2,4,2,3,1,3,5,4,0.0
1,1,2,0,1,2,4,2,2,1,3,5,4,0.0
3,2,1,3,2,1,2,4,2,3,1,5,1,0.0
3,2,1,3,2,1,2,4,2,3,1,5,1,0.0
3,2,1,3,2,1,2,4,2,3,1,5,1,0.0
3,2,1,3,2,1,2,4,2,3,1,5,1,0.0
3,2,1,3,2,1,2,4,2,3,1,5,1,0.0
5,2,2,0,2,2,4,6,1,1,2,4,8,0.0
5,2,2,0,2,2,4,6,1,1,2,4,8,0.0
5,2,2,0,2,2,4,6,1,1,2,4,8,0.0
5,2,2,0,2,2,4,6,1,1,2,4,8,0.0
5,2,2,0,2,2,4,6,1,1,2,4,8,0.0
3,1,4,2,1,1,1,3,6,5,3,5,5,0.5499796001631987
3,1,4,2,1,1,1,3,6,5,3,5,5,0.5572059413890004
3,1,4,2,1,1,1,3,6,5,3,5,5,0.5078090138331102
3,1,4,2,1,1,1,3,6,5,3,5,5,0.5078090138331102
3,1,4,2,1,1,1,3,6,5,3,5,5,0.4968065693430657
2,1,2,2,1,2,3,3,3,1,2,5,6,0.3442622950819672
2,1,2,2,1,2,3,3,3,1,2,5,6,0.0498812351543943
2,1,2,2,1,2,3,3,3,1,2,5,6,0.07834101382488479
2,1,2,2,1,2,3,3,3,1,2,5,6,0.058823529411764705
2,1,2,2,1,2,3,3,3,1,2,5,6,0.24528301886792453
3,1,2,1,2,2,3,4,3,1,3,5,7,0.0
3,1,2,1,2,2,3,4,3,1,3,5,7,0.0
3,1,2,1,2,2,3,4,3,1,3,5,7,0.0
3,1,2,1,2,2,3,4,3,1,3,5,7,0.0
3,1,2,1,2,2,3,4,3,1,3,5,7,0.0
2,1,4,2,1,1,2,3,4,3,2,3,7,0.08771929824561403
2,1,4,2,1,1,2,3,4,3,2,3,7,0.0947867298578199
2,1,4,2,1,1,2,3,4,3,2,3,7,0.0546448087431694
2,1,4,2,1,1,2,3,4,3,2,3,7,0.07722007722007722
2,1,4,2,1,1,2,3,4,3,2,3,7,0.055248618784530384
5,1,4,3,1,1,1,5,4,5,2,5,10,0.8409785932721713
5,1,4,3,1,1,1,5,4,5,2,5,10,0.8409785932721713
5,1,4,3,1,1,1,5,4,5,2,5,10,0.8409785932721713
5,1,4,3,1,1,1,5,4,5,2,5,10,0.8409785932721713
5,1,4,3,1,1,1,5,4,5,2,5,10,0.8409785932721713
3,2,3,1,2,2,2,4,3,1,2,3,5,0.7853403141361257
3,2,3,1,2,2,2,4,3,1,2,3,5,0.7894736842105263
