AGECL,HHSEX,EDCL,KIDS,MARRIED,HOUSECL,OCCAT2,LIFECL,INCCAT,NWCAT,WSAVED,SPENDMOR,KNOWL,Risk_tolerance
3,2,4,1,2,1,2,4,6,5,3,2,10,0.3390611160318866
3,2,4,1,2,1,2,4,6,5,3,2,10,0.3355879292403746
3,2,4,1,2,1,2,4,6,5,3,2,10,0.3484203052893149
3,2,4,1,2,1,2,4,6,5,3,2,10,0.3376302313261522
5,1,2,1,1,1,3,5,4,2,3,5,8,0.0
5,1,2,1,1,1,3,5,4,2,3,5,8,0.0
5,1,2,1,1,1,3,5,4,2,3,5,8,0.0
5,1,2,1,1,1,3,5,4,2,3,5,8,0.0
5,1,2,1,1,1,3,5,4,2,3,5,8,0.0
6,2,3,0,2,1,4,6,3,4,3,2,9,0.011764705882352941
6,2,3,0,2,1,4,6,3,4,3,2,9,0.011764705882352941
6,2,3,0,2,1,4,6,3,4,3,2,9,0.011764705882352941
6,2,3,0,2,1,4,6,3,4,3,2,9,0.011764705882352941
6,2,3,0,2,1,4,6,3,4,3,2,9,0.011764705882352941
6,1,2,0,1,1,4,6,2,4,3,2,9,0.927437641723356
6,1,2,0,1,1,4,6,2,4,3,2,9,0.9193954659949622
6,1,2,0,1,1,4,6,2,4,3,2,9,0.9448275862068966
6,1,2,0,1,1,4,6,2,4,3,2,9,0.9310344827586207
6,1,2,0,1,1,4,6,2,4,3,2,9,0.9301310043668122
4,2,4,0,2,2,1,5,6,4,3,3,5,0.8180356311624561
4,2,4,0,2,2,1,5,6,4,3,3,5,0.8180356311624561
4,2,4,0,2,2,1,5,6,4,3,3,5,0.8180356311624561
4,2,4,0,2,2,1,5,6,4,3,3,5,0.8180356311624561
4,2,4,0,2,2,1,5,6,4,3,3,5,0.8180356311624561
4,1,4,1,1,1,1,5,6,5,3,2,10,0.8897990696808497
4,1,4,1,1,1,1,5,6,5,3,2,10,0.8897990696808497
4,1,4,1,1,1,1,5,6,5,3,2,10,0.8897990696808497
4,1,4,1,1,1,1,5,6,5,3,2,10,0.8897990696808497
4,1,4,1,1,1,1,5,6,5,3,2,10,0.8897990696808497
2,1,3,0,2,1,3,1,4,4,3,1,5,0.9852474453318453
2,1,3,0,2,1,3,1,4,4,3,1,5,0.9847666190260397
2,1,3,0,2,1,3,1,4,4,3,1,5,0.9829163912181205
2,1,3,0,2,1,3,1,4,4,3,1,5,0.9858663409527133
2,1,3,0,2,1,3,1,4,4,3,1,5,0.9797121553667418
6,1,2,0,1,1,4,6,4,5,3,5,7,0.9969537524231514
6,1,2,0,1,1,4,6,4,5,3,5,7,0.9630459126539753
6,1,2,0,1,1,4,6,4,5,3,5,7,0.993114406779661
6,1,2,0,1,1,4,6,4,5,3,5,7,0.9966175404687122
6,1,2,0,1,1,4,6,4,5,3,5,7,0.9976861303933579
4,1,4,0,1,1,1,5,6,5,3,3,8,0.8219047619047619
4,1,4,0,1,1,1,5,6,5,3,3,8,0.8282944620405029
4,1,4,0,1,1,1,5,6,5,3,3,8,0.8198489239393796
4,1,4,0,1,1,1,5,6,5,3,3,8,0.8280642840009594
4,1,4,0,1,1,1,5,6,5,3,3,8,0.8463470140469277
6,1,4,0,1,1,4,6,6,5,3,2,8,0.944177422548649
6,1,4,0,1,1,4,6,6,5,3,2,8,0.944177422548649
6,1,4,0,1,1,4,6,6,5,3,2,8,0.944177422548649
6,1,4,0,1,1,4,6,6,5,3,2,8,0.944177422548649
6,1,4,0,1,1,4,6,6,5,3,2,8,0.944177422548649
5,1,3,1,1,1,2,5,4,4,2,5,10,0.9999921875610347
5,1,3,1,1,1,2,5,4,4,2,5,10,0.999994949520457
5,1,3,1,1,1,2,5,4,4,2,5,10,0.9999929078517173
5,1,3,1,1,1,2,5,4,4,2,5,10,0.9999944751686455
5,1,3,1,1,1,2,5,4,4,2,5,10,0.9999922481221076
2,2,4,4,2,1,1,4,3,2,1,4,6,0.9450171821305842
2,2,4,4,2,1,1,4,3,3,1,4,6,0.9585492227979274
2,2,4,4,2,1,1,4,3,2,1,4,6,0.7575757575757576
2,2,4,4,2,1,1,4,3,2,1,4,6,0.0
2,2,4,4,2,1,1,4,3,2,1,4,6,0.7978723404255319
1,1,2,2,1,1,3,3,4,3,3,1,10,0.06382978723404255
1,1,2,2,1,1,3,3,4,3,3,1,10,0.06382978723404255
1,1,2,2,1,1,3,3,4,3,3,1,10,0.06382978723404255
1,1,2,2,1,1,3,3,4,3,3,1,10,0.06382978723404255
1,1,2,2,1,1,3,3,4,3,3,1,10,0.06382978723404255
4,2,3,0,2,2,4,6,1,2,2,4,8,0.8554319931565441
4,2,3,0,2,2,4,6,2,1,2,4,8,0.8086253369272237
4,2,3,0,2,2,4,6,2,2,2,4,8,0.9414929388029589
4,2,3,0,2,2,4,6,2,2,2,4,8,0.7733097657976138
4,2,3,0,2,2,4,6,2,2,2,4,8,0.9444444444444444
1,1,4,1,1,2,1,3,5,3,3,2,8,0.5172490540841309
1,1,4,1,1,2,1,3,5,3,3,2,8,0.5169265033407573
1,1,4,1,1,2,1,3,5,3,3,2,8,0.518
1,1,4,1,1,2,1,3,5,3,3,2,8,0.5174638487208009
1,1,4,1,1,2,1,3,5,3,3,2,8,0.5148736300603892
4,1,2,1,1,2,3,5,3,1,1,5,9,0.0
4,1,2,1,1,2,3,5,3,1,1,5,9,0.0
4,1,2,1,1,2,3,5,3,1,1,5,9,0.0
4,1,2,1,1,2,3,5,3,1,1,5,9,0.0
4,1,2,1,1,2,3,5,3,1,1,5,9,0.0
4,1,3,0,2,2,4,6,1,1,2,4,2,0.0
4,1,3,0,2,2,4,6,1,1,2,4,2,0.0
4,1,3,0,2,2,4,6,1,1,2,4,2,0.0
4,1,3,0,2,2,4,6,1,1,2,4,2,0.0
4,1,3,0,2,2,4,6,1,1,2,4,2,0.0
6,1,2,0,1,2,4,6,2,1,1,5,8,0.0
6,1,2,0,1,2,4,6,2,1,1,5,8,0.0
6,1,2,0,1,2,4,6,2,1,1,5,8,0.0
6,1,2,0,1,2,4,6,2,1,1,5,8,0.0
6,1,2,0,1,2,4,6,2,1,1,5,8,0.0
3,2,2,1,2,2,2,4,1,1,3,5,5,0.0
3,2,2,1,2,2,2,4,1,2,3,5,5,0.0
3,2,2,1,2,2,2,4,1,1,3,5,5,0.0
3,2,2,1,2,2,2,4,1,1,3,5,5,0.0
3,2,2,1,2,2,2,4,1,1,3,5,5,0.0
5,1,4,0,1,1,1,5,6,5,3,3,10,0.6614284104990424
5,1,4,0,1,1,1,5,6,5,3,3,10,0.6266736878608262
5,1,4,0,1,1,1,5,6,5,3,3,10,0.7199037757556741
5,1,4,0,1,1,1,5,6,5,3,3,10,0.6106928494605003
5,1,4,0,1,1,1,5,6,5,3,3,10,0.7020208861453516
4,2,4,0,2,1,4,6,3,3,3,2,8,0.9844054580896686
4,2,4,0,2,1,4,6,3,3,3,2,8,0.9844054580896686
4,2,4,0,2,1,4,6,3,3,3,2,8,0.9844054580896686
4,2,4,0,2,1,4,6,3,3,3,2,8,0.9844054580896686
4,2,4,0,2,1,4,6,3,3,3,2,8,0.9844054580896686
3,1,4,3,1,1,2,3,6,5,3,3,9,0.9413896328974318
3,1,4,3,1,1,2,3,6,5,3,3,9,0.9413154785348562
3,1,4,3,1,1,2,3,6,5,3,3,9,0.9438432983176684
3,1,4,3,1,1,2,3,6,5,3,3,9,0.9469827884150135
3,1,4,3,1,1,2,3,6,5,3,3,9,0.943619709412508
5,1,4,1,1,1,2,6,5,5,3,4,8,0.9605189297074783
5,1,4,1,1,1,2,6,5,5,3,4,8,0.9556038715107308
5,1,4,1,1,1,2,6,5,5,3,4,8,0.9527011880744227
5,1,4,1,1,1,2,6,5,5,3,4,8,0.9559897100743934
5,1,4,1,1,1,2,6,5,5,3,4,8,0.9544046675790535
1,1,2,0,2,2,2,1,1,1,3,2,6,0.11235955056179775
1,1,2,0,2,2,2,1,1,1,3,2,6,0.13157894736842105
1,1,2,0,2,2,2,1,1,1,3,2,6,0.13227513227513227
1,1,2,0,2,2,2,1,1,1,3,2,6,0.12195121951219512
1,1,2,0,2,2,2,1,1,1,3,2,6,0.09090909090909091
4,1,2,0,1,1,1,5,6,5,3,2,9,0.9600529512536988
4,1,2,0,1,1,1,5,6,5,3,2,9,0.9537069400753427
4,1,2,0,1,1,1,5,6,5,3,2,9,0.9569925983638489
4,1,2,0,1,1,1,5,6,5,3,2,9,0.9599593336982873
4,1,2,0,1,1,1,5,6,5,3,2,9,0.957742649629083
1,1,4,0,2,1,2,1,2,3,3,1,7,0.9560439560439561
1,1,4,0,2,1,2,1,2,3,3,1,7,0.9565217391304348
1,1,4,0,2,1,2,1,2,3,3,1,7,0.9560439560439561
1,1,4,0,2,1,2,1,2,3,3,1,7,0.9560439560439561
1,1,4,0,2,1,2,1,2,3,3,1,7,0.9565217391304348
3,1,3,0,2,2,4,1,1,2,2,4,8,0.0
3,1,3,0,2,2,4,1,1,2,2,4,8,0.0
3,1,3,0,2,2,4,1,1,2,2,4,8,0.0
3,1,3,0,2,2,4,1,1,2,2,4,8,0.0
3,1,3,0,2,2,4,1,1,2,2,4,8,0.0
6,1,3,0,1,1,4,6,4,5,3,5,10,0.9016906700062617
6,1,3,0,1,1,4,6,4,5,3,5,10,0.9114470842332614
6,1,3,0,1,1,4,6,5,5,3,5,10,0.9076843733883445
6,1,3,0,1,1,4,6,5,5,3,5,10,0.8992121706058136
6,1,3,0,1,1,4,6,5,5,3,5,10,0.9024717378808201
4,2,4,0,2,1,1,5,3,3,3,5,10,0.778480036997071
4,2,4,0,2,1,1,5,3,3,3,5,10,0.6684256816182937
4,2,4,0,2,1,1,5,3,3,3,5,10,0.25094953879544224
4,2,4,0,2,1,1,5,3,3,3,5,10,0.6830052229811169
4,2,4,0,2,1,1,5,3,3,3,5,10,0.21356033452807646
2,1,2,0,2,2,3,1,2,1,2,3,6,0.0
2,1,2,0,2,2,3,1,2,1,2,3,6,0.0
2,1,2,0,2,2,3,1,2,1,2,3,6,0.0
2,1,2,0,2,2,3,1,2,1,2,3,6,0.0
2,1,2,0,2,2,3,1,2,1,2,3,6,0.0
1,1,4,2,1,1,1,3,3,3,3,5,8,0.9611671315168419
1,1,4,2,1,1,1,3,4,3,3,5,8,0.9626904887020494
1,1,4,2,1,1,1,3,4,3,3,5,8,0.9611691913804139
1,1,4,2,1,1,1,3,4,3,3,5,8,0.9611650485436893
1,1,4,2,1,1,1,3,4,3,3,5,8,0.9618894256575417
1,2,1,3,2,2,4,4,1,1,1,5,8,0.0
1,2,1,3,2,2,4,4,1,1,1,5,8,0.0
1,2,1,3,2,2,4,4,1,1,1,5,8,0.0
1,2,1,3,2,2,4,4,1,1,1,5,8,0.0
1,2,1,3,2,2,4,4,1,1,1,5,8,0.0
3,2,3,0,2,1,2,1,1,1,1,5,10,0.4195804195804196
3,2,3,0,2,1,2,1,1,1,1,5,10,0.4195804195804196
3,2,3,0,2,1,2,1,1,1,1,5,10,0.4195804195804196
3,2,3,0,2,1,2,1,1,1,1,5,10,0.4195804195804196
3,2,3,0,2,1,2,1,1,1,1,5,10,0.4195804195804196
3,1,3,3,1,1,1,3,4,2,2,5,7,0.927536231884058
3,1,3,3,1,1,1,3,4,2,2,5,7,0.927536231884058
3,1,3,3,1,1,1,3,4,2,2,5,7,0.927536231884058
3,1,3,3,1,1,1,3,4,2,2,5,7,0.927536231884058
3,1,3,3,1,1,1,3,4,2,2,5,7,0.927536231884058
3,1,2,0,2,1,3,1,4,3,3,3,7,0.8366141732283464
3,1,2,0,2,1,3,1,4,3,3,3,7,0.8366141732283464
3,1,2,0,2,1,3,1,4,3,3,3,7,0.8366141732283464
3,1,2,0,2,1,3,1,4,3,3,3,7,0.8366141732283464
3,1,2,0,2,1,3,1,4,3,3,3,7,0.8366141732283464
5,1,4,0,1,1,1,5,6,5,3,3,9,0.8294209702660407
5,1,4,0,1,1,1,5,6,5,3,3,9,0.8294209702660407
5,1,4,0,1,1,1,5,6,5,3,3,9,0.8294209702660407
5,1,4,0,1,1,1,5,6,5,3,3,9,0.8294209702660407
5,1,4,0,1,1,1,5,6,5,3,3,9,0.8294209702660407
6,1,4,0,1,1,4,6,6,5,3,2,9,0.9769410818125297
6,1,4,0,1,1,4,6,6,5,3,2,9,0.9760632882586147
6,1,4,0,1,1,4,6,6,5,3,2,9,0.9786782051899283
6,1,4,0,1,1,4,6,6,5,3,2,9,0.978012119880632
6,1,4,0,1,1,4,6,6,5,3,2,9,0.979789248827325
4,1,4,3,1,1,1,5,6,5,3,3,10,0.9761570774744553
4,1,4,3,1,1,1,5,6,5,3,3,10,0.975606666546027
4,1,4,3,1,1,1,5,6,5,3,3,10,0.9748432395899823
4,1,4,3,1,1,1,5,6,5,3,3,10,0.9746992248353009
4,1,4,3,1,1,1,5,6,5,3,3,10,0.976942204807475
2,2,4,0,2,1,1,1,2,3,3,5,5,0.0
2,2,4,0,2,1,1,1,1,3,3,5,5,0.0
2,2,4,0,2,1,1,1,2,3,3,5,5,0.0
2,2,4,0,2,1,1,1,2,4,3,5,5,0.0
2,2,4,0,2,1,1,1,2,3,3,5,5,0.0
3,1,2,3,1,1,1,3,6,5,3,4,7,0.23976306979139841
3,1,2,3,1,1,1,3,6,5,3,4,7,0.23976306979139841
3,1,2,3,1,1,1,3,6,5,3,4,7,0.23976306979139841
3,1,2,3,1,1,1,3,6,5,3,4,7,0.23976306979139841
3,1,2,3,1,1,1,3,6,5,3,4,7,0.23976306979139841
4,2,3,0,2,2,2,5,2,2,1,4,9,0.6478405315614618
4,2,3,0,2,2,2,5,2,2,1,4,9,0.8428030303030303
4,2,3,0,2,2,2,5,2,2,1,4,9,0.6794425087108014
4,2,3,0,2,2,2,5,2,2,1,4,9,0.8980301274623407
4,2,3,0,2,2,2,5,2,3,1,4,9,0.9456027800053461
4,1,3,0,1,2,1,5,5,3,2,4,8,0.6235827664399093
4,1,3,0,1,2,1,5,5,3,2,4,8,0.6638115631691649
4,1,3,0,1,2,1,5,5,3,2,4,8,0.5816831683168316
4,1,3,0,1,2,1,5,5,3,2,4,8,0.5702917771883289
4,1,3,0,1,2,1,5,5,3,2,4,8,0.7103321033210332
3,1,1,1,1,1,3,3,6,3,3,2,8,0.8472314876584389
3,1,1,1,1,1,3,3,6,3,3,2,8,0.8401519579193454
3,1,1,1,1,1,3,3,6,3,3,2,8,0.8661081925315917
3,1,1,1,1,1,3,3,6,3,3,2,8,0.8454770415177344
3,1,1,1,1,1,3,3,6,3,3,2,8,0.8680555555555556
5,1,4,0,1,1,1,5,6,5,3,1,9,0.9107407407407407
5,1,4,0,1,1,1,5,6,5,3,1,9,0.9105751391465677
5,1,4,0,1,1,1,5,6,5,3,1,9,0.9105585451846354
5,1,4,0,1,1,1,5,6,5,3,1,9,0.9107076695072249
5,1,4,0,1,1,1,5,6,5,3,1,9,0.9107242081867012
4,1,4,2,1,1,1,5,6,5,3,4,9,0.34748160724391625
4,1,4,2,1,1,1,5,6,5,3,4,9,0.347678369195923
4,1,4,2,1,1,1,5,6,5,3,4,9,0.34989742420788694
4,1,4,2,1,1,1,5,6,5,3,4,9,0.324181626187962
4,1,4,2,1,1,1,5,6,5,3,4,9,0.33885209713024284
6,1,4,0,2,1,1,5,2,4,1,5,7,0.00010379545375912534
6,1,4,0,2,1,1,5,2,4,1,5,7,6.919936336585703e-05
6,1,4,0,2,1,1,5,2,4,1,5,7,6.919936336585703e-05
6,1,4,0,2,1,1,5,2,4,1,5,7,6.919936336585703e-05
6,1,4,0,2,1,1,5,2,4,1,5,7,0.00010379545375912534
1,1,3,1,1,2,3,3,3,3,2,5,8,0.628140703517588
1,1,3,1,1,2,3,3,3,3,2,5,8,0.628140703517588
1,1,3,1,1,2,3,3,3,3,2,5,8,0.628140703517588
1,1,3,1,1,2,3,3,3,3,2,5,8,0.628140703517588
1,1,3,1,1,2,3,3,3,3,2,5,8,0.628140703517588
4,1,4,2,1,1,1,5,4,4,1,4,8,0.7293547034261437
4,1,4,2,1,1,1,5,5,4,1,4,8,0.7293680026257248
4,1,4,2,1,1,1,5,5,4,1,4,8,0.7293547034261437
4,1,4,2,1,1,1,5,4,4,1,4,8,0.7293547034261437
4,1,4,2,1,1,1,5,5,4,1,4,8,0.7293547034261437
2,1,2,0,2,2,3,1,2,1,2,2,1,0.5555555555555556
2,1,2,0,2,2,3,1,2,1,2,2,1,0.4166666666666667
2,1,2,0,2,2,3,1,2,1,2,2,1,0.625
2,1,2,0,2,2,3,1,2,1,2,2,1,0.625
2,1,2,0,2,2,3,1,2,1,2,2,1,0.45454545454545453
5,1,4,0,2,1,1,5,6,2,1,4,9,0.0
5,1,4,0,2,1,1,5,6,2,1,4,9,0.0
5,1,4,0,2,1,1,5,6,2,1,4,9,0.0
5,1,4,0,2,1,1,5,6,2,1,4,9,0.0
5,1,4,0,2,1,1,5,6,2,1,4,9,0.0
2,1,1,3,2,2,4,4,1,1,1,5,10,0.0
2,1,1,3,2,2,4,4,1,1,1,5,10,0.0
2,1,1,3,2,2,4,4,1,1,1,5,10,0.0
2,1,1,3,2,2,4,4,1,1,1,5,10,0.0
2,1,1,3,2,2,4,4,1,1,1,5,10,0.0
2,1,2,4,1,1,2,3,3,2,2,1,7,0.0
2,1,2,4,1,1,2,3,3,2,2,1,7,0.0
2,1,2,4,1,1,2,3,3,2,2,1,7,0.0
2,1,2,4,1,1,2,3,3,2,2,1,7,0.0
2,1,2,4,1,1,2,3,3,2,2,1,7,0.0
4,1,4,0,1,1,4,6,6,5,3,5,6,0.7769458963130386
4,1,4,0,1,1,4,6,6,5,3,5,6,0.7769458963130386
4,1,4,0,1,1,4,6,6,5,3,5,6,0.7769458963130386
4,1,4,0,1,1,4,6,6,5,3,5,6,0.7769458963130386
4,1,4,0,1,1,4,6,6,5,3,5,6,0.7769458963130386
1,2,4,0,2,2,1,1,2,2,3,4,6,0.12195121951219512
1,2,4,0,2,2,1,1,2,2,3,4,6,0.12195121951219512
1,2,4,0,2,2,1,1,2,2,3,4,6,0.12195121951219512
1,2,4,0,2,2,1,1,2,2,3,4,6,0.12195121951219512
1,2,4,0,2,2,1,1,2,2,3,4,6,0.12195121951219512
6,1,4,0,1,1,4,6,4,4,3,4,5,0.7555262289673376
6,1,4,0,1,1,4,6,4,4,3,4,5,0.6702096250369058
6,1,4,0,1,1,4,6,4,4,3,4,5,0.45411740085800983
6,1,4,0,1,1,4,6,4,4,3,4,5,0.16823626222913046
6,1,4,0,1,1,4,6,4,4,3,4,5,0.6693069306930693
4,1,4,0,1,1,1,5,6,5,3,4,7,0.8848015488867377
4,1,4,0,1,1,1,5,6,5,3,4,7,0.8881053126469205
4,1,4,0,1,1,1,5,6,5,3,4,7,0.8871503082029398
4,1,4,0,1,1,1,5,6,5,3,4,7,0.8852459016393442
4,1,4,0,1,1,1,5,6,5,3,4,7,0.8833333333333333
2,2,2,1,2,1,3,4,3,3,3,4,9,0.2832214765100671
2,2,2,1,2,1,3,4,3,3,3,4,9,0.2832214765100671
2,2,2,1,2,1,3,4,3,3,3,4,9,0.2832214765100671
2,2,2,1,2,1,3,4,3,3,3,4,9,0.2832214765100671
2,2,2,1,2,1,3,4,3,3,3,4,9,0.2832214765100671
6,1,3,0,2,2,4,6,1,1,2,3,6,0.0
6,1,3,0,2,2,4,6,1,1,2,3,6,0.0
6,1,3,0,2,2,4,6,1,1,2,3,6,0.0
6,1,3,0,2,2,4,6,1,1,2,3,6,0.0
6,1,3,0,2,2,4,6,1,1,2,3,6,0.0
3,1,4,3,1,1,3,3,6,5,3,3,8,0.7586698337292161
3,1,4,3,1,1,3,3,6,5,3,3,8,0.735140771637122
3,1,4,3,1,1,3,3,6,5,3,3,8,0.7656826568265682
3,1,4,3,1,1,3,3,6,5,3,3,8,0.735140771637122
3,1,4,3,1,1,3,3,6,5,3,3,8,0.7951612903225806
2,1,1,6,1,2,4,3,2,1,2,4,5,0.75
2,1,1,6,1,2,4,3,2,1,2,4,5,0.75
2,1,1,6,1,2,4,3,2,1,2,4,5,0.75
2,1,1,6,1,2,4,3,2,1,2,4,5,0.75
2,1,1,6,1,2,4,3,2,1,2,4,5,0.75
5,2,3,1,2,2,4,6,1,1,2,2,7,0.0
5,2,3,1,2,2,4,6,1,1,2,2,7,0.0
5,2,3,1,2,2,4,6,1,1,2,2,7,0.0
5,2,3,1,2,2,4,6,1,1,2,2,7,0.0
5,2,3,1,2,2,4,6,1,1,2,2,7,0.0
5,1,4,0,1,1,4,6,2,5,1,3,9,0.936247723132969
5,1,4,0,1,1,4,6,2,5,1,3,9,0.936247723132969
5,1,4,0,1,1,4,6,2,5,1,3,9,0.936247723132969
5,1,4,0,1,1,4,6,2,5,1,3,9,0.936247723132969
5,1,4,0,1,1,4,6,2,5,1,3,9,0.936247723132969
5,2,2,0,2,1,4,6,2,4,3,5,8,0.369140625
5,2,2,0,2,1,4,6,2,4,3,5,8,0.36627906976744184
5,2,2,0,2,1,4,6,2,4,3,5,8,0.3698630136986301
5,2,2,0,2,1,4,6,2,4,3,5,8,0.3720472440944882
5,2,2,0,2,1,4,6,2,4,3,5,8,0.369140625
2,2,4,1,2,1,2,4,4,4,3,4,8,0.06172839506172839
2,2,4,1,2,1,2,4,4,4,3,4,8,0.06172839506172839
2,2,4,1,2,1,2,4,4,4,3,4,8,0.06172839506172839
2,2,4,1,2,1,2,4,4,4,3,4,8,0.06172839506172839
2,2,4,1,2,1,2,4,4,4,3,4,8,0.06172839506172839
5,1,4,0,1,1,1,5,6,5,3,1,9,0.9309535780124015
5,1,4,0,1,1,1,5,6,5,3,1,9,0.9258551500095548
5,1,4,0,1,1,1,5,6,5,3,1,9,0.9255014326647565
5,1,4,0,1,1,1,5,6,5,3,1,9,0.9336470588235294
5,1,4,0,1,1,1,5,6,5,3,1,9,0.9378591001502696
1,2,4,0,2,2,2,1,1,1,2,4,2,0.0
1,2,4,0,2,2,2,1,1,1,2,4,2,0.0
1,2,4,0,2,2,2,1,1,1,2,4,2,0.0
1,2,4,0,2,2,2,1,1,1,2,4,2,0.0
1,2,4,0,2,2,2,1,1,1,2,4,2,0.0
2,1,1,4,1,1,2,3,2,3,3,4,7,0.0
2,1,1,4,1,1,2,3,2,3,3,4,7,0.0
2,1,1,4,1,1,2,3,2,3,3,4,7,0.0
2,1,1,4,1,1,2,3,2,3,3,4,7,0.0
2,1,1,4,1,1,2,3,2,3,3,4,7,0.0
2,2,4,1,2,2,1,4,4,1,3,4,5,0.0
2,2,4,1,2,2,1,4,4,1,3,4,5,0.0
2,2,4,1,2,2,1,4,4,1,3,4,5,0.0
2,2,4,1,2,2,1,4,4,1,3,4,5,0.0
2,2,4,1,2,2,1,4,4,1,3,4,5,0.0
2,1,3,2,1,2,1,3,4,3,2,3,7,0.0
2,1,3,2,1,2,1,3,4,3,2,3,7,0.0
2,1,3,2,1,2,1,3,4,3,2,3,7,0.0
2,1,3,2,1,2,1,3,4,3,2,3,7,0.0
2,1,3,2,1,2,1,3,4,3,2,3,7,0.0
3,1,4,0,1,1,3,2,4,2,3,5,9,0.0
3,1,4,0,1,1,3,2,4,2,3,5,9,0.0
3,1,4,0,1,1,3,2,4,2,3,5,9,0.0
3,1,4,0,1,1,3,2,4,2,3,5,9,0.0
3,1,4,0,1,1,3,2,4,2,3,5,9,0.0
5,1,2,0,1,1,4,6,2,2,2,4,10,0.0
5,1,2,0,1,1,4,6,2,2,2,4,10,0.0
5,1,2,0,1,1,4,6,1,2,2,4,10,0.0
5,1,2,0,1,1,4,6,2,2,2,4,10,0.0
5,1,2,0,1,1,4,6,2,2,2,4,10,0.0
3,2,1,1,2,1,3,4,1,1,2,1,-1,0.0
3,2,1,1,2,1,3,4,1,1,2,1,-1,0.0
3,2,1,1,2,1,3,4,1,1,2,1,-1,0.0
3,2,1,1,2,1,3,4,1,1,2,1,-1,0.0
3,2,1,1,2,1,3,4,1,1,2,1,-1,0.0
2,1,4,1,1,1,2,3,6,5,3,4,5,0.8117647058823529
2,1,4,1,1,1,2,3,6,5,3,4,5,0.679214402618658
2,1,4,1,1,1,2,3,6,4,3,4,5,0.803088803088803
2,1,4,1,1,1,2,3,6,5,3,4,5,0.7732342007434945
2,1,4,1,1,1,2,3,6,4,3,4,5,0.7870722433460076
1,1,2,0,2,2,3,1,1,1,3,3,2,0.0
1,1,2,0,2,2,3,1,1,1,3,3,2,0.0
1,1,2,0,2,2,3,1,1,1,3,3,2,0.0
1,1,2,0,2,2,3,1,1,1,3,3,2,0.0
1,1,2,0,2,2,3,1,1,1,3,3,2,0.0
5,1,2,0,2,2,4,6,1,1,3,5,10,0.0
5,1,2,0,2,2,4,6,1,1,3,5,10,0.0
5,1,2,0,2,2,4,6,1,1,3,5,10,0.0
5,1,2,0,2,2,4,6,1,1,3,5,10,0.0
5,1,2,0,2,2,4,6,1,1,3,5,10,0.0
1,1,3,0,2,1,2,1,1,2,3,1,6,0.10714285714285714
1,1,3,0,2,1,2,1,1,2,3,1,6,0.10714285714285714
1,1,3,0,2,1,2,1,1,2,3,1,6,0.10714285714285714
1,1,3,0,2,1,2,1,1,2,3,1,6,0.10714285714285714
1,1,3,0,2,1,2,1,1,2,3,1,6,0.10714285714285714
2,1,4,0,2,1,2,1,3,3,3,4,8,0.8903945795137505
2,1,4,0,2,1,2,1,3,3,3,4,8,0.891987431264729
2,1,4,0,2,1,2,1,3,3,3,4,8,0.8907429479539134
2,1,4,0,2,1,2,1,3,3,3,4,8,0.8902546093064091
2,1,4,0,2,1,2,1,3,3,3,4,8,0.8903945795137505
5,1,1,1,1,1,4,6,3,3,2,4,6,0.9615384615384616
5,1,1,1,1,1,4,6,3,3,2,4,6,0.9615384615384616
5,1,1,1,1,1,4,6,3,3,2,4,6,0.9615384615384616
5,1,1,1,1,1,4,6,3,3,2,4,6,0.9615384615384616
5,1,1,1,1,1,4,6,3,3,2,4,6,0.9615384615384616
4,2,3,1,2,1,4,6,4,3,3,4,10,0.07692307692307693
4,2,3,1,2,1,4,6,4,3,3,4,10,0.07692307692307693
4,2,3,1,2,1,4,6,4,3,3,4,10,0.07692307692307693
4,2,3,1,2,1,4,6,4,3,3,4,10,0.07692307692307693
4,2,3,1,2,1,4,6,4,3,3,4,10,0.07692307692307693
5,2,4,0,2,1,1,5,6,5,3,5,8,0.5864813312578107
5,2,4,0,2,1,1,5,6,5,3,5,8,0.5851983111286123
5,2,4,0,2,1,1,5,6,5,3,5,8,0.5864813312578107
5,2,4,0,2,1,1,5,6,5,3,5,8,0.5851983111286123
5,2,4,0,2,1,1,5,6,5,3,5,8,0.5864813312578107
4,1,1,0,1,1,4,6,4,4,2,3,7,0.0
4,1,1,0,1,1,4,6,4,4,2,3,7,0.0
4,1,1,0,1,1,4,6,4,4,2,3,7,0.0
4,1,1,0,1,1,4,6,4,4,2,3,7,0.0
4,1,1,0,1,1,4,6,4,4,2,3,7,0.0
5,2,3,0,2,2,4,6,1,1,2,5,10,0.0
5,2,3,0,2,2,4,6,1,1,2,5,10,0.0
5,2,3,0,2,2,4,6,1,1,2,5,10,0.0
5,2,3,0,2,2,4,6,1,1,2,5,10,0.0
5,2,3,0,2,2,4,6,1,1,2,5,10,0.0
3,1,3,0,1,2,3,2,4,2,1,5,-1,0.25679012345679014
3,1,3,0,1,2,3,2,5,2,1,5,-1,0.5948653725735754
3,1,3,0,1,2,3,2,5,2,1,5,-1,0.5544683626875407
3,1,3,0,1,2,3,2,4,2,1,5,-1,0.49431009957325744
3,1,3,0,1,2,3,2,5,2,1,5,-1,0.32793690327936903
5,2,4,0,2,1,4,6,6,5,3,2,8,0.48215586307356156
5,2,4,0,2,1,4,6,6,5,3,2,8,0.4659176029962547
5,2,4,0,2,1,4,6,6,5,3,2,8,0.48215586307356156
